,L,A,B,LAB,HEX
1113,60,39.8125,53.140625,"[60.0, 39.8125, 53.140625]",#e27132
1114,60,44.8125,53.140625,"[60.0, 44.8125, 53.140625]",#e86c32
1115,60,49.8125,53.140625,"[60.0, 49.8125, 53.140625]",#ef6633
1116,60,54.8125,53.140625,"[60.0, 54.8125, 53.140625]",#f56034
1117,60,59.8125,53.140625,"[60.0, 59.8125, 53.140625]",#fb5a35
1118,60,64.8125,53.140625,"[60.0, 64.8125, 53.140625]",#ff5235
1119,60,69.8125,53.140625,"[60.0, 69.8125, 53.140625]",#ff4a36
1120,60,74.8125,53.140625,"[60.0, 74.8125, 53.140625]",#ff3f37
1121,60,79.8125,53.140625,"[60.0, 79.8125, 53.140625]",#ff3238
1122,60,-85.1875,58.140625,"[60.0, -85.1875, 58.140625]",#00ae0e
1123,60,-80.1875,58.140625,"[60.0, -80.1875, 58.140625]",#00ad0f
1124,60,-75.1875,58.140625,"[60.0, -75.1875, 58.140625]",#00ac10
1125,60,-70.1875,58.140625,"[60.0, -70.1875, 58.140625]",#00aa11
1126,60,-65.1875,58.140625,"[60.0, -65.1875, 58.140625]",#00a912
1127,60,-60.1875,58.140625,"[60.0, -60.1875, 58.140625]",#1da713
1128,60,-55.1875,58.140625,"[60.0, -55.1875, 58.140625]",#38a614
1129,60,-50.1875,58.140625,"[60.0, -50.1875, 58.140625]",#49a415
1130,60,-45.1875,58.140625,"[60.0, -45.1875, 58.140625]",#57a316
1131,60,-40.1875,58.140625,"[60.0, -40.1875, 58.140625]",#64a117
1132,60,-35.1875,58.140625,"[60.0, -35.1875, 58.140625]",#6e9f18
1133,60,-30.1875,58.140625,"[60.0, -30.1875, 58.140625]",#799d19
1134,60,-25.1875,58.140625,"[60.0, -25.1875, 58.140625]",#829b1a
1135,60,-20.1875,58.140625,"[60.0, -20.1875, 58.140625]",#8b981a
1136,60,-15.1875,58.140625,"[60.0, -15.1875, 58.140625]",#93961b
1137,60,-10.1875,58.140625,"[60.0, -10.1875, 58.140625]",#9b941c
1138,60,-5.1875,58.140625,"[60.0, -5.1875, 58.140625]",#a3911d
1139,60,-0.1875,58.140625,"[60.0, -0.1875, 58.140625]",#ab8e1e
1140,60,4.8125,58.140625,"[60.0, 4.8125, 58.140625]",#b28b1f
1141,60,9.8125,58.140625,"[60.0, 9.8125, 58.140625]",#b98820
1142,60,14.8125,58.140625,"[60.0, 14.8125, 58.140625]",#c18521
1143,60,19.8125,58.140625,"[60.0, 19.8125, 58.140625]",#c88122
1144,60,24.8125,58.140625,"[60.0, 24.8125, 58.140625]",#ce7e23
1145,60,29.8125,58.140625,"[60.0, 29.8125, 58.140625]",#d57a24
1146,60,34.8125,58.140625,"[60.0, 34.8125, 58.140625]",#dc7525
1147,60,39.8125,58.140625,"[60.0, 39.8125, 58.140625]",#e27126
1148,60,44.8125,58.140625,"[60.0, 44.8125, 58.140625]",#e96c27
1149,60,49.8125,58.140625,"[60.0, 49.8125, 58.140625]",#ef6628
1150,60,54.8125,58.140625,"[60.0, 54.8125, 58.140625]",#f66029
1151,60,59.8125,58.140625,"[60.0, 59.8125, 58.140625]",#fc5a2a
1152,60,64.8125,58.140625,"[60.0, 64.8125, 58.140625]",#ff522b
1153,60,69.8125,58.140625,"[60.0, 69.8125, 58.140625]",#ff492c
1154,60,74.8125,58.140625,"[60.0, 74.8125, 58.140625]",#ff3f2d
1155,60,79.8125,58.140625,"[60.0, 79.8125, 58.140625]",#ff322e
1156,60,-85.1875,63.140625,"[60.0, -85.1875, 63.140625]",#00ae00
1157,60,-80.1875,63.140625,"[60.0, -80.1875, 63.140625]",#00ad00
1158,60,-75.1875,63.140625,"[60.0, -75.1875, 63.140625]",#00ac00
1159,60,-70.1875,63.140625,"[60.0, -70.1875, 63.140625]",#00aa00
1160,60,-65.1875,63.140625,"[60.0, -65.1875, 63.140625]",#00a900
1161,60,-60.1875,63.140625,"[60.0, -60.1875, 63.140625]",#24a700
1162,60,-55.1875,63.140625,"[60.0, -55.1875, 63.140625]",#3ca600
1163,60,-50.1875,63.140625,"[60.0, -50.1875, 63.140625]",#4ca400
1164,60,-45.1875,63.140625,"[60.0, -45.1875, 63.140625]",#5aa200
1165,60,-40.1875,63.140625,"[60.0, -40.1875, 63.140625]",#65a100
1166,60,-35.1875,63.140625,"[60.0, -35.1875, 63.140625]",#709f00
1167,60,-30.1875,63.140625,"[60.0, -30.1875, 63.140625]",#7a9d00
1168,60,-25.1875,63.140625,"[60.0, -25.1875, 63.140625]",#839b00
1169,60,-20.1875,63.140625,"[60.0, -20.1875, 63.140625]",#8c9800
1170,60,-15.1875,63.140625,"[60.0, -15.1875, 63.140625]",#949602
1171,60,-10.1875,63.140625,"[60.0, -10.1875, 63.140625]",#9c9304
1172,60,-5.1875,63.140625,"[60.0, -5.1875, 63.140625]",#a49106
1173,60,-0.1875,63.140625,"[60.0, -0.1875, 63.140625]",#ac8e08
1174,60,4.8125,63.140625,"[60.0, 4.8125, 63.140625]",#b38b0a
1175,60,9.8125,63.140625,"[60.0, 9.8125, 63.140625]",#ba880d
1176,60,14.8125,63.140625,"[60.0, 14.8125, 63.140625]",#c1850f
1177,60,19.8125,63.140625,"[60.0, 19.8125, 63.140625]",#c88110
1178,60,24.8125,63.140625,"[60.0, 24.8125, 63.140625]",#cf7d12
1179,60,29.8125,63.140625,"[60.0, 29.8125, 63.140625]",#d67a14
1180,60,34.8125,63.140625,"[60.0, 34.8125, 63.140625]",#dc7516
1181,60,39.8125,63.140625,"[60.0, 39.8125, 63.140625]",#e37117
1182,60,44.8125,63.140625,"[60.0, 44.8125, 63.140625]",#ea6c19
1183,60,49.8125,63.140625,"[60.0, 49.8125, 63.140625]",#f0661a
1184,60,54.8125,63.140625,"[60.0, 54.8125, 63.140625]",#f6601c
1185,60,59.8125,63.140625,"[60.0, 59.8125, 63.140625]",#fd591d
1186,60,64.8125,63.140625,"[60.0, 64.8125, 63.140625]",#ff521e
1187,60,69.8125,63.140625,"[60.0, 69.8125, 63.140625]",#ff4920
1188,60,74.8125,63.140625,"[60.0, 74.8125, 63.140625]",#ff3f21
1189,60,79.8125,63.140625,"[60.0, 79.8125, 63.140625]",#ff3122
1190,60,-85.1875,68.140625,"[60.0, -85.1875, 68.140625]",#00ae00
1191,60,-80.1875,68.140625,"[60.0, -80.1875, 68.140625]",#00ad00
1192,60,-75.1875,68.140625,"[60.0, -75.1875, 68.140625]",#00ac00
1193,60,-70.1875,68.140625,"[60.0, -70.1875, 68.140625]",#00aa00
1194,60,-65.1875,68.140625,"[60.0, -65.1875, 68.140625]",#00a900
1195,60,-60.1875,68.140625,"[60.0, -60.1875, 68.140625]",#29a700
1196,60,-55.1875,68.140625,"[60.0, -55.1875, 68.140625]",#3ea600
1197,60,-50.1875,68.140625,"[60.0, -50.1875, 68.140625]",#4ea400
1198,60,-45.1875,68.140625,"[60.0, -45.1875, 68.140625]",#5ba200
1199,60,-40.1875,68.140625,"[60.0, -40.1875, 68.140625]",#67a100
1200,60,-35.1875,68.140625,"[60.0, -35.1875, 68.140625]",#729f00
1201,60,-30.1875,68.140625,"[60.0, -30.1875, 68.140625]",#7b9d00
1202,60,-25.1875,68.140625,"[60.0, -25.1875, 68.140625]",#849a00
1203,60,-20.1875,68.140625,"[60.0, -20.1875, 68.140625]",#8d9800
1204,60,-15.1875,68.140625,"[60.0, -15.1875, 68.140625]",#959600
1205,60,-10.1875,68.140625,"[60.0, -10.1875, 68.140625]",#9d9300
1206,60,-5.1875,68.140625,"[60.0, -5.1875, 68.140625]",#a59100
1207,60,-0.1875,68.140625,"[60.0, -0.1875, 68.140625]",#ad8e00
1208,60,4.8125,68.140625,"[60.0, 4.8125, 68.140625]",#b48b00
1209,60,9.8125,68.140625,"[60.0, 9.8125, 68.140625]",#bb8800
1210,60,14.8125,68.140625,"[60.0, 14.8125, 68.140625]",#c28500
1211,60,19.8125,68.140625,"[60.0, 19.8125, 68.140625]",#c98100
1212,60,24.8125,68.140625,"[60.0, 24.8125, 68.140625]",#d07d00
1213,60,29.8125,68.140625,"[60.0, 29.8125, 68.140625]",#d67900
1214,60,34.8125,68.140625,"[60.0, 34.8125, 68.140625]",#dd7500
1215,60,39.8125,68.140625,"[60.0, 39.8125, 68.140625]",#e47000
1216,60,44.8125,68.140625,"[60.0, 44.8125, 68.140625]",#ea6b01
1217,60,49.8125,68.140625,"[60.0, 49.8125, 68.140625]",#f06604
1218,60,54.8125,68.140625,"[60.0, 54.8125, 68.140625]",#f76007
1219,60,59.8125,68.140625,"[60.0, 59.8125, 68.140625]",#fd590a
1220,60,64.8125,68.140625,"[60.0, 64.8125, 68.140625]",#ff520d
1221,60,69.8125,68.140625,"[60.0, 69.8125, 68.140625]",#ff490f
1222,60,74.8125,68.140625,"[60.0, 74.8125, 68.140625]",#ff3e12
1223,60,79.8125,68.140625,"[60.0, 79.8125, 68.140625]",#ff3114
1224,60,-85.1875,73.140625,"[60.0, -85.1875, 73.140625]",#00ae00
1225,60,-80.1875,73.140625,"[60.0, -80.1875, 73.140625]",#00ad00
1226,60,-75.1875,73.140625,"[60.0, -75.1875, 73.140625]",#00ac00
1227,60,-70.1875,73.140625,"[60.0, -70.1875, 73.140625]",#00aa00
1228,60,-65.1875,73.140625,"[60.0, -65.1875, 73.140625]",#00a900
1229,60,-60.1875,73.140625,"[60.0, -60.1875, 73.140625]",#2ca700
1230,60,-55.1875,73.140625,"[60.0, -55.1875, 73.140625]",#41a600
1231,60,-50.1875,73.140625,"[60.0, -50.1875, 73.140625]",#50a400
1232,60,-45.1875,73.140625,"[60.0, -45.1875, 73.140625]",#5da200
1233,60,-40.1875,73.140625,"[60.0, -40.1875, 73.140625]",#68a000
1234,60,-35.1875,73.140625,"[60.0, -35.1875, 73.140625]",#739f00
1235,60,-30.1875,73.140625,"[60.0, -30.1875, 73.140625]",#7c9d00
1236,60,-25.1875,73.140625,"[60.0, -25.1875, 73.140625]",#859a00
1237,60,-20.1875,73.140625,"[60.0, -20.1875, 73.140625]",#8e9800
1238,60,-15.1875,73.140625,"[60.0, -15.1875, 73.140625]",#969600
1239,60,-10.1875,73.140625,"[60.0, -10.1875, 73.140625]",#9e9300
1240,60,-5.1875,73.140625,"[60.0, -5.1875, 73.140625]",#a69100
1241,60,-0.1875,73.140625,"[60.0, -0.1875, 73.140625]",#ad8e00
1242,60,4.8125,73.140625,"[60.0, 4.8125, 73.140625]",#b58b00
1243,60,9.8125,73.140625,"[60.0, 9.8125, 73.140625]",#bc8800
1244,60,14.8125,73.140625,"[60.0, 14.8125, 73.140625]",#c38500
1245,60,19.8125,73.140625,"[60.0, 19.8125, 73.140625]",#ca8100
1246,60,24.8125,73.140625,"[60.0, 24.8125, 73.140625]",#d07d00
1247,60,29.8125,73.140625,"[60.0, 29.8125, 73.140625]",#d77900
1248,60,34.8125,73.140625,"[60.0, 34.8125, 73.140625]",#de7500
1249,60,39.8125,73.140625,"[60.0, 39.8125, 73.140625]",#e47000
1250,60,44.8125,73.140625,"[60.0, 44.8125, 73.140625]",#eb6b00
1251,60,49.8125,73.140625,"[60.0, 49.8125, 73.140625]",#f16600
1252,60,54.8125,73.140625,"[60.0, 54.8125, 73.140625]",#f76000
1253,60,59.8125,73.140625,"[60.0, 59.8125, 73.140625]",#fe5900
1254,60,64.8125,73.140625,"[60.0, 64.8125, 73.140625]",#ff5200
1255,60,69.8125,73.140625,"[60.0, 69.8125, 73.140625]",#ff4900
1256,60,74.8125,73.140625,"[60.0, 74.8125, 73.140625]",#ff3e00
1257,60,79.8125,73.140625,"[60.0, 79.8125, 73.140625]",#ff3100
1258,60,-85.1875,78.140625,"[60.0, -85.1875, 78.140625]",#00ae00
1259,60,-80.1875,78.140625,"[60.0, -80.1875, 78.140625]",#00ad00
1260,60,-75.1875,78.140625,"[60.0, -75.1875, 78.140625]",#00ac00
1261,60,-70.1875,78.140625,"[60.0, -70.1875, 78.140625]",#00aa00
1262,60,-65.1875,78.140625,"[60.0, -65.1875, 78.140625]",#09a900
1263,60,-60.1875,78.140625,"[60.0, -60.1875, 78.140625]",#2fa700
1264,60,-55.1875,78.140625,"[60.0, -55.1875, 78.140625]",#43a600
1265,60,-50.1875,78.140625,"[60.0, -50.1875, 78.140625]",#52a400
1266,60,-45.1875,78.140625,"[60.0, -45.1875, 78.140625]",#5ea200
1267,60,-40.1875,78.140625,"[60.0, -40.1875, 78.140625]",#69a000
1268,60,-35.1875,78.140625,"[60.0, -35.1875, 78.140625]",#749e00
1269,60,-30.1875,78.140625,"[60.0, -30.1875, 78.140625]",#7d9c00
1270,60,-25.1875,78.140625,"[60.0, -25.1875, 78.140625]",#869a00
1271,60,-20.1875,78.140625,"[60.0, -20.1875, 78.140625]",#8f9800
1272,60,-15.1875,78.140625,"[60.0, -15.1875, 78.140625]",#979600
1273,60,-10.1875,78.140625,"[60.0, -10.1875, 78.140625]",#9f9300
1274,60,-5.1875,78.140625,"[60.0, -5.1875, 78.140625]",#a69100
1275,60,-0.1875,78.140625,"[60.0, -0.1875, 78.140625]",#ae8e00
1276,60,4.8125,78.140625,"[60.0, 4.8125, 78.140625]",#b58b00
1277,60,9.8125,78.140625,"[60.0, 9.8125, 78.140625]",#bc8800
1278,60,14.8125,78.140625,"[60.0, 14.8125, 78.140625]",#c38400
1279,60,19.8125,78.140625,"[60.0, 19.8125, 78.140625]",#ca8100
1280,60,24.8125,78.140625,"[60.0, 24.8125, 78.140625]",#d17d00
1281,60,29.8125,78.140625,"[60.0, 29.8125, 78.140625]",#d77900
1282,60,34.8125,78.140625,"[60.0, 34.8125, 78.140625]",#de7500
1283,60,39.8125,78.140625,"[60.0, 39.8125, 78.140625]",#e47000
1284,60,44.8125,78.140625,"[60.0, 44.8125, 78.140625]",#eb6b00
1285,60,49.8125,78.140625,"[60.0, 49.8125, 78.140625]",#f16600
1286,60,54.8125,78.140625,"[60.0, 54.8125, 78.140625]",#f86000
1287,60,59.8125,78.140625,"[60.0, 59.8125, 78.140625]",#fe5900
1288,60,64.8125,78.140625,"[60.0, 64.8125, 78.140625]",#ff5100
1289,60,69.8125,78.140625,"[60.0, 69.8125, 78.140625]",#ff4900
1290,60,74.8125,78.140625,"[60.0, 74.8125, 78.140625]",#ff3e00
1291,60,79.8125,78.140625,"[60.0, 79.8125, 78.140625]",#ff3000
1292,60,-85.1875,83.140625,"[60.0, -85.1875, 83.140625]",#00ae00
1293,60,-80.1875,83.140625,"[60.0, -80.1875, 83.140625]",#00ad00
1294,60,-75.1875,83.140625,"[60.0, -75.1875, 83.140625]",#00ab00
1295,60,-70.1875,83.140625,"[60.0, -70.1875, 83.140625]",#00aa00
1296,60,-65.1875,83.140625,"[60.0, -65.1875, 83.140625]",#11a900
1297,60,-60.1875,83.140625,"[60.0, -60.1875, 83.140625]",#32a700
1298,60,-55.1875,83.140625,"[60.0, -55.1875, 83.140625]",#44a600
1299,60,-50.1875,83.140625,"[60.0, -50.1875, 83.140625]",#53a400
1300,60,-45.1875,83.140625,"[60.0, -45.1875, 83.140625]",#5fa200
1301,60,-40.1875,83.140625,"[60.0, -40.1875, 83.140625]",#6aa000
1302,60,-35.1875,83.140625,"[60.0, -35.1875, 83.140625]",#749e00
1303,60,-30.1875,83.140625,"[60.0, -30.1875, 83.140625]",#7e9c00
1304,60,-25.1875,83.140625,"[60.0, -25.1875, 83.140625]",#879a00
1305,60,-20.1875,83.140625,"[60.0, -20.1875, 83.140625]",#8f9800
1306,60,-15.1875,83.140625,"[60.0, -15.1875, 83.140625]",#979600
1307,60,-10.1875,83.140625,"[60.0, -10.1875, 83.140625]",#9f9300
1308,60,-5.1875,83.140625,"[60.0, -5.1875, 83.140625]",#a79100
1309,60,-0.1875,83.140625,"[60.0, -0.1875, 83.140625]",#ae8e00
1310,60,4.8125,83.140625,"[60.0, 4.8125, 83.140625]",#b68b00
1311,60,9.8125,83.140625,"[60.0, 9.8125, 83.140625]",#bd8800
1312,60,14.8125,83.140625,"[60.0, 14.8125, 83.140625]",#c48400
1313,60,19.8125,83.140625,"[60.0, 19.8125, 83.140625]",#ca8100
1314,60,24.8125,83.140625,"[60.0, 24.8125, 83.140625]",#d17d00
1315,60,29.8125,83.140625,"[60.0, 29.8125, 83.140625]",#d87900
1316,60,34.8125,83.140625,"[60.0, 34.8125, 83.140625]",#de7500
1317,60,39.8125,83.140625,"[60.0, 39.8125, 83.140625]",#e57000
1318,60,44.8125,83.140625,"[60.0, 44.8125, 83.140625]",#eb6b00
1319,60,49.8125,83.140625,"[60.0, 49.8125, 83.140625]",#f26600
1320,60,54.8125,83.140625,"[60.0, 54.8125, 83.140625]",#f86000
1321,60,59.8125,83.140625,"[60.0, 59.8125, 83.140625]",#fe5900
1322,60,64.8125,83.140625,"[60.0, 64.8125, 83.140625]",#ff5100
1323,60,69.8125,83.140625,"[60.0, 69.8125, 83.140625]",#ff4800
1324,60,74.8125,83.140625,"[60.0, 74.8125, 83.140625]",#ff3e00
1325,60,79.8125,83.140625,"[60.0, 79.8125, 83.140625]",#ff3000
1326,60,-85.1875,88.140625,"[60.0, -85.1875, 88.140625]",#00ae00
1327,60,-80.1875,88.140625,"[60.0, -80.1875, 88.140625]",#00ad00
1328,60,-75.1875,88.140625,"[60.0, -75.1875, 88.140625]",#00ab00
1329,60,-70.1875,88.140625,"[60.0, -70.1875, 88.140625]",#00aa00
1330,60,-65.1875,88.140625,"[60.0, -65.1875, 88.140625]",#15a900
1331,60,-60.1875,88.140625,"[60.0, -60.1875, 88.140625]",#33a700
1332,60,-55.1875,88.140625,"[60.0, -55.1875, 88.140625]",#45a600
1333,60,-50.1875,88.140625,"[60.0, -50.1875, 88.140625]",#54a400
1334,60,-45.1875,88.140625,"[60.0, -45.1875, 88.140625]",#60a200
1335,60,-40.1875,88.140625,"[60.0, -40.1875, 88.140625]",#6ba000
1336,60,-35.1875,88.140625,"[60.0, -35.1875, 88.140625]",#759e00
1337,60,-30.1875,88.140625,"[60.0, -30.1875, 88.140625]",#7f9c00
1338,60,-25.1875,88.140625,"[60.0, -25.1875, 88.140625]",#879a00
1339,60,-20.1875,88.140625,"[60.0, -20.1875, 88.140625]",#909800
1340,60,-15.1875,88.140625,"[60.0, -15.1875, 88.140625]",#989600
1341,60,-10.1875,88.140625,"[60.0, -10.1875, 88.140625]",#a09300
1342,60,-5.1875,88.140625,"[60.0, -5.1875, 88.140625]",#a79100
1343,60,-0.1875,88.140625,"[60.0, -0.1875, 88.140625]",#af8e00
1344,60,4.8125,88.140625,"[60.0, 4.8125, 88.140625]",#b68b00
1345,60,9.8125,88.140625,"[60.0, 9.8125, 88.140625]",#bd8800
1346,60,14.8125,88.140625,"[60.0, 14.8125, 88.140625]",#c48400
1347,60,19.8125,88.140625,"[60.0, 19.8125, 88.140625]",#cb8100
1348,60,24.8125,88.140625,"[60.0, 24.8125, 88.140625]",#d17d00
1349,60,29.8125,88.140625,"[60.0, 29.8125, 88.140625]",#d87900
1350,60,34.8125,88.140625,"[60.0, 34.8125, 88.140625]",#df7500
1351,60,39.8125,88.140625,"[60.0, 39.8125, 88.140625]",#e57000
1352,60,44.8125,88.140625,"[60.0, 44.8125, 88.140625]",#ec6b00
1353,60,49.8125,88.140625,"[60.0, 49.8125, 88.140625]",#f26600
1354,60,54.8125,88.140625,"[60.0, 54.8125, 88.140625]",#f86000
1355,60,59.8125,88.140625,"[60.0, 59.8125, 88.140625]",#fe5900
1356,60,64.8125,88.140625,"[60.0, 64.8125, 88.140625]",#ff5100
1357,60,69.8125,88.140625,"[60.0, 69.8125, 88.140625]",#ff4800
1358,60,74.8125,88.140625,"[60.0, 74.8125, 88.140625]",#ff3e00
1359,60,79.8125,88.140625,"[60.0, 79.8125, 88.140625]",#ff3000
1360,60,-85.1875,93.140625,"[60.0, -85.1875, 93.140625]",#00ae00
1361,60,-80.1875,93.140625,"[60.0, -80.1875, 93.140625]",#00ad00
1362,60,-75.1875,93.140625,"[60.0, -75.1875, 93.140625]",#00ab00
1363,60,-70.1875,93.140625,"[60.0, -70.1875, 93.140625]",#00aa00
1364,60,-65.1875,93.140625,"[60.0, -65.1875, 93.140625]",#18a900
1365,60,-60.1875,93.140625,"[60.0, -60.1875, 93.140625]",#35a700
1366,60,-55.1875,93.140625,"[60.0, -55.1875, 93.140625]",#47a600
1367,60,-50.1875,93.140625,"[60.0, -50.1875, 93.140625]",#55a400
1368,60,-45.1875,93.140625,"[60.0, -45.1875, 93.140625]",#61a200
1369,60,-40.1875,93.140625,"[60.0, -40.1875, 93.140625]",#6ca000
1370,60,-35.1875,93.140625,"[60.0, -35.1875, 93.140625]",#769e00
1371,60,-30.1875,93.140625,"[60.0, -30.1875, 93.140625]",#7f9c00
1372,60,-25.1875,93.140625,"[60.0, -25.1875, 93.140625]",#889a00
1373,60,-20.1875,93.140625,"[60.0, -20.1875, 93.140625]",#909800
1374,60,-15.1875,93.140625,"[60.0, -15.1875, 93.140625]",#989600
1375,60,-10.1875,93.140625,"[60.0, -10.1875, 93.140625]",#a09300
1376,60,-5.1875,93.140625,"[60.0, -5.1875, 93.140625]",#a89000
1377,60,-0.1875,93.140625,"[60.0, -0.1875, 93.140625]",#af8e00
1378,60,4.8125,93.140625,"[60.0, 4.8125, 93.140625]",#b68b00
1379,60,9.8125,93.140625,"[60.0, 9.8125, 93.140625]",#bd8800
1380,60,14.8125,93.140625,"[60.0, 14.8125, 93.140625]",#c48400
1381,60,19.8125,93.140625,"[60.0, 19.8125, 93.140625]",#cb8100
1382,60,24.8125,93.140625,"[60.0, 24.8125, 93.140625]",#d27d00
1383,60,29.8125,93.140625,"[60.0, 29.8125, 93.140625]",#d87900
1384,60,34.8125,93.140625,"[60.0, 34.8125, 93.140625]",#df7500
1385,60,39.8125,93.140625,"[60.0, 39.8125, 93.140625]",#e57000
1386,60,44.8125,93.140625,"[60.0, 44.8125, 93.140625]",#ec6b00
1387,60,49.8125,93.140625,"[60.0, 49.8125, 93.140625]",#f26600
1388,60,54.8125,93.140625,"[60.0, 54.8125, 93.140625]",#f86000
1389,60,59.8125,93.140625,"[60.0, 59.8125, 93.140625]",#ff5900
1390,60,64.8125,93.140625,"[60.0, 64.8125, 93.140625]",#ff5100
1391,60,69.8125,93.140625,"[60.0, 69.8125, 93.140625]",#ff4800
1392,60,74.8125,93.140625,"[60.0, 74.8125, 93.140625]",#ff3e00
1393,60,79.8125,93.140625,"[60.0, 79.8125, 93.140625]",#ff3000
